num,devicetime,id_an,latitude,longitude,name,phone,servertime,speed,status,date,time,time_stop,info,landmark,hari
1,2018-03-16T23:00:23.000Z,6,-6.896274444,107.5976889,24 | D1977AC,89616627260,2018-03-17T06:00:29.304Z,4.319656,Driving,2018-03-17,06:00:29,0:00:00,-,,Sabtu
1,2018-03-16T23:00:54.000Z,6,-6.896182778,107.5972978,24 | D1977AC,89616627260,2018-03-17T06:00:56.061Z,0,Stop,2018-03-17,06:00:56,0:00:18,Menurunkan Penumpang,,Sabtu
1,2018-03-16T23:01:13.000Z,6,-6.895977222,107.5972,24 | D1977AC,89616627260,2018-03-17T06:01:14.019Z,4.319656,Driving,2018-03-17,06:01:14,0:00:00,-,,Sabtu
1,2018-03-16T23:01:24.000Z,6,-6.895833333,107.5972178,24 | D1977AC,89616627260,2018-03-17T06:01:25.718Z,2.159828,Driving,2018-03-17,06:01:25,0:00:00,-,,Sabtu
1,2018-03-16T23:01:54.000Z,6,-6.895389444,107.5973422,24 | D1977AC,89616627260,2018-03-17T06:01:55.899Z,1.619871,Driving,2018-03-17,06:01:55,0:00:00,-,,Sabtu
1,2018-03-17T06:02:17.078Z,6,-6.895389444,107.5973422,24 | D1977AC,89616627260,2018-03-17T06:02:17.078Z,1.619871,Driving,2018-03-17,06:02:17,0:00:00,-,,Sabtu
1,2018-03-16T23:02:35.000Z,6,-6.894927778,107.5971822,24 | D1977AC,89616627260,2018-03-17T06:02:36.537Z,1.619871,Driving,2018-03-17,06:02:36,0:00:00,-,,Sabtu
1,2018-03-16T23:03:13.000Z,6,-6.894402778,107.5972,24 | D1977AC,89616627260,2018-03-17T06:03:14.036Z,3.779699,Driving,2018-03-17,06:03:14,0:00:00,-,,Sabtu
1,2018-03-16T23:03:25.000Z,6,-6.894261667,107.5971822,24 | D1977AC,89616627260,2018-03-17T06:03:26.077Z,2.699785,Driving,2018-03-17,06:03:26,0:00:00,-,,Sabtu
1,2018-03-16T23:04:13.000Z,6,-6.893663333,107.5971022,24 | D1977AC,89616627260,2018-03-17T06:04:14.036Z,3.779699,Driving,2018-03-17,06:04:14,0:00:00,-,,Sabtu
1,2018-03-16T23:04:23.000Z,6,-6.893476667,107.5970844,24 | D1977AC,89616627260,2018-03-17T06:04:24.158Z,3.779699,Driving,2018-03-17,06:04:24,0:00:00,-,,Sabtu
1,2018-03-16T23:04:35.000Z,6,-6.893313333,107.5970578,24 | D1977AC,89616627260,2018-03-17T06:04:37.399Z,1.619871,Driving,2018-03-17,06:04:37,0:00:00,-,,Sabtu
1,2018-03-17T06:05:17.097Z,6,-6.893313333,107.5970578,24 | D1977AC,89616627260,2018-03-17T06:05:17.097Z,1.619871,Driving,2018-03-17,06:05:17,0:00:00,-,,Sabtu
1,2018-03-16T23:05:33.000Z,6,-6.893008333,107.5965778,24 | D1977AC,89616627260,2018-03-17T06:05:34.195Z,0,Stop,2018-03-17,06:05:34,0:02:43,Ngetem,restaurant,Sabtu
